gameid,date,patch,teamname,side,result,game_mins,got_fd,got_more_grubs,scenario,golddiffat15,xpdiffat15,kills,deaths,firstbaron,firsttower,turretplates,opp_turretplates
13126-13126_game_3,2026-02-27 10:59:24,16.03,Weibo Gaming,Red,0,26.15,0,0,Neither,,,4,19,,0.0,,
13127-13127_game_1,2026-02-28 09:10:38,16.03,Team WE,Blue,0,29.8,0,1,More Grubs Only,,,11,21,,1.0,,
13127-13127_game_1,2026-02-28 09:10:38,16.03,Top Esports,Red,1,29.8,1,0,FD Only,,,21,11,,0.0,,
13131-13131_game_2,2026-03-04 10:18:43,16.03,JD Gaming,Blue,0,33.75,0,1,More Grubs Only,,,8,20,,1.0,,
13131-13131_game_2,2026-03-04 10:18:43,16.03,Bilibili Gaming,Red,1,33.75,1,0,FD Only,,,20,8,,0.0,,
13131-13131_game_3,2026-03-04 11:17:43,16.03,Bilibili Gaming,Blue,0,35.766666666666666,1,1,FD + More Grubs,,,14,18,,1.0,,
13131-13131_game_3,2026-03-04 11:17:43,16.03,JD Gaming,Red,1,35.766666666666666,0,0,Neither,,,18,14,,0.0,,
13128-13128_game_1,2026-03-01 09:11:06,16.03,Invictus Gaming,Blue,1,36.46666666666667,1,1,FD + More Grubs,,,19,6,,1.0,,
13128-13128_game_1,2026-03-01 09:11:06,16.03,Ninjas in Pyjamas,Red,0,36.46666666666667,0,0,Neither,,,6,19,,0.0,,
13131-13131_game_4,2026-03-04 12:17:40,16.03,JD Gaming,Blue,0,30.316666666666666,1,0,FD Only,,,4,17,,0.0,,
13131-13131_game_4,2026-03-04 12:17:40,16.03,Bilibili Gaming,Red,1,30.316666666666666,0,1,More Grubs Only,,,17,4,,1.0,,
13130-13130_game_1,2026-03-03 09:11:11,16.03,Invictus Gaming,Blue,0,26.766666666666666,0,1,More Grubs Only,,,8,22,,0.0,,
13131-13131_game_5,2026-03-04 13:12:43,16.03,Bilibili Gaming,Blue,1,29.483333333333334,0,1,More Grubs Only,,,12,6,,1.0,,
13131-13131_game_5,2026-03-04 13:12:43,16.03,JD Gaming,Red,0,29.483333333333334,1,0,FD Only,,,6,12,,0.0,,
13132-13132_game_1,2026-03-05 09:12:47,16.03,Anyone's Legend,Blue,0,34.083333333333336,0,1,More Grubs Only,,,11,21,,0.0,,
13132-13132_game_1,2026-03-05 09:12:47,16.03,Weibo Gaming,Red,1,34.083333333333336,1,0,FD Only,,,21,11,,1.0,,
13131-13131_game_1,2026-03-04 09:12:44,16.03,JD Gaming,Blue,1,39.21666666666667,1,1,FD + More Grubs,,,11,13,,0.0,,
13131-13131_game_1,2026-03-04 09:12:44,16.03,Bilibili Gaming,Red,0,39.21666666666667,0,0,Neither,,,13,11,,1.0,,
13132-13132_game_2,2026-03-05 10:10:05,16.03,Weibo Gaming,Blue,1,36.0,0,0,Neither,,,22,10,,0.0,,
13132-13132_game_2,2026-03-05 10:10:05,16.03,Anyone's Legend,Red,0,36.0,1,1,FD + More Grubs,,,10,22,,1.0,,
13132-13132_game_3,2026-03-05 11:09:49,16.03,Weibo Gaming,Blue,0,32.53333333333333,0,1,More Grubs Only,,,9,12,,0.0,,
13132-13132_game_3,2026-03-05 11:09:49,16.03,Anyone's Legend,Red,1,32.53333333333333,1,0,FD Only,,,12,9,,1.0,,
13132-13132_game_4,2026-03-05 12:06:06,16.03,Anyone's Legend,Blue,0,33.083333333333336,1,0,FD Only,,,6,18,,0.0,,
13132-13132_game_4,2026-03-05 12:06:06,16.03,Weibo Gaming,Red,1,33.083333333333336,0,1,More Grubs Only,,,18,6,,1.0,,
13133-13133_game_2,2026-03-07 10:09:15,16.03,JD Gaming,Blue,1,35.5,0,1,More Grubs Only,,,15,5,,1.0,,
13133-13133_game_2,2026-03-07 10:09:15,16.03,Weibo Gaming,Red,0,35.5,1,0,FD Only,,,5,16,,0.0,,
13133-13133_game_3,2026-03-07 11:07:43,16.03,JD Gaming,Blue,1,27.75,0,1,More Grubs Only,,,14,13,,1.0,,
13133-13133_game_3,2026-03-07 11:07:43,16.03,Weibo Gaming,Red,0,27.75,1,0,FD Only,,,13,14,,0.0,,
13134-13134_game_4,2026-03-08 12:04:35,16.03,JD Gaming,Blue,0,33.68333333333333,1,1,FD + More Grubs,,,6,17,,1.0,,
13134-13134_game_4,2026-03-08 12:04:35,16.03,Bilibili Gaming,Red,1,33.68333333333333,0,0,Neither,,,17,6,,0.0,,
13133-13133_game_1,2026-03-07 09:12:06,16.03,JD Gaming,Blue,1,32.71666666666667,1,1,FD + More Grubs,,,13,4,,1.0,,
13133-13133_game_1,2026-03-07 09:12:06,16.03,Weibo Gaming,Red,0,32.71666666666667,0,0,Neither,,,4,14,,0.0,,
13134-13134_game_2,2026-03-08 10:16:46,16.03,Bilibili Gaming,Blue,1,29.916666666666668,1,1,FD + More Grubs,,,27,10,,0.0,,
13134-13134_game_2,2026-03-08 10:16:46,16.03,JD Gaming,Red,0,29.916666666666668,0,0,Neither,,,10,27,,1.0,,
13134-13134_game_1,2026-03-08 09:17:50,16.03,Bilibili Gaming,Blue,1,35.5,0,1,More Grubs Only,,,16,13,,1.0,,
13134-13134_game_1,2026-03-08 09:17:50,16.03,JD Gaming,Red,0,35.5,1,0,FD Only,,,13,16,,0.0,,
13134-13134_game_3,2026-03-08 11:10:12,16.03,Bilibili Gaming,Blue,0,26.266666666666666,0,0,Neither,,,6,15,,1.0,,
13134-13134_game_3,2026-03-08 11:10:12,16.03,JD Gaming,Red,1,26.266666666666666,1,1,FD + More Grubs,,,15,6,,0.0,,
13209-13209_game_2,2026-04-04 10:23:57,16.07,Anyone's Legend,Blue,1,31.866666666666667,0,1,More Grubs Only,,,15,9,,1.0,,
13209-13209_game_2,2026-04-04 10:23:57,16.07,Weibo Gaming,Red,0,31.866666666666667,1,0,FD Only,,,9,15,,0.0,,
13210-13210_game_1,2026-04-04 11:31:14,16.07,Team WE,Blue,0,32.03333333333333,0,0,Neither,,,3,18,,0.0,,
13210-13210_game_1,2026-04-04 11:31:14,16.07,Ninjas in Pyjamas,Red,1,32.03333333333333,1,1,FD + More Grubs,,,18,3,,1.0,,
13210-13210_game_2,2026-04-04 12:31:00,16.07,Ninjas in Pyjamas,Blue,1,22.616666666666667,0,1,More Grubs Only,,,23,5,,0.0,,
13210-13210_game_2,2026-04-04 12:31:00,16.07,Team WE,Red,0,22.616666666666667,1,0,FD Only,,,5,23,,1.0,,
13213-13213_game_2,2026-04-08 10:23:55,16.07,Ninjas in Pyjamas,Blue,1,32.983333333333334,1,1,FD + More Grubs,,,9,5,,1.0,,
13213-13213_game_2,2026-04-08 10:23:55,16.07,Invictus Gaming,Red,0,32.983333333333334,0,0,Neither,,,5,9,,0.0,,
13213-13213_game_3,2026-04-08 11:21:42,16.07,Invictus Gaming,Blue,1,30.9,1,1,FD + More Grubs,,,27,8,,1.0,,
13213-13213_game_3,2026-04-08 11:21:42,16.07,Ninjas in Pyjamas,Red,0,30.9,0,0,Neither,,,8,27,,0.0,,
13214-13214_game_1,2026-04-08 12:29:51,16.07,Top Esports,Blue,1,40.25,1,1,FD + More Grubs,,,32,13,,1.0,,
13214-13214_game_1,2026-04-08 12:29:51,16.07,Team WE,Red,0,40.25,0,0,Neither,,,13,32,,0.0,,
13214-13214_game_2,2026-04-08 13:43:56,16.07,Top Esports,Blue,1,30.3,0,0,Neither,,,18,4,,0.0,,
13214-13214_game_2,2026-04-08 13:43:56,16.07,Team WE,Red,0,30.3,1,1,FD + More Grubs,,,4,18,,1.0,,
13215-13215_game_3,2026-04-09 11:05:35,16.07,Ninjas in Pyjamas,Blue,1,29.633333333333333,1,1,FD + More Grubs,,,16,6,,1.0,,
13215-13215_game_3,2026-04-09 11:05:35,16.07,Weibo Gaming,Red,0,29.633333333333333,0,0,Neither,,,6,16,,0.0,,
13216-13216_game_1,2026-04-09 12:15:02,16.07,Team WE,Blue,0,25.583333333333332,0,1,More Grubs Only,,,9,25,,1.0,,
13216-13216_game_1,2026-04-09 12:15:02,16.07,Bilibili Gaming,Red,1,25.583333333333332,1,0,FD Only,,,25,9,,0.0,,
13216-13216_game_2,2026-04-09 13:07:10,16.07,Bilibili Gaming,Blue,1,25.233333333333334,1,1,FD + More Grubs,,,17,13,,1.0,,
13216-13216_game_2,2026-04-09 13:07:10,16.07,Team WE,Red,0,25.233333333333334,0,0,Neither,,,13,17,,0.0,,
13208-13208_game_2,2026-04-04 08:16:41,16.07,Invictus Gaming,Blue,1,25.45,1,1,FD + More Grubs,,,23,4,,1.0,,
13208-13208_game_2,2026-04-04 08:16:41,16.07,Top Esports,Red,0,25.45,0,0,Neither,,,4,23,,0.0,,
13208-13208_game_1,2026-04-04 07:13:58,16.07,Invictus Gaming,Blue,1,31.033333333333335,0,1,More Grubs Only,,,17,9,,1.0,,
13208-13208_game_1,2026-04-04 07:13:58,16.07,Top Esports,Red,0,31.033333333333335,1,0,FD Only,,,9,17,,0.0,,
13217-13217_game_1,2026-04-10 09:12:32,16.07,LNG Esports,Blue,1,39.28333333333333,1,0,FD Only,,,11,5,,0.0,,
13217-13217_game_1,2026-04-10 09:12:32,16.07,EDward Gaming,Red,0,39.28333333333333,0,1,More Grubs Only,,,5,11,,1.0,,
13209-13209_game_1,2026-04-04 09:31:10,16.07,Anyone's Legend,Blue,1,28.7,1,0,FD Only,,,19,3,,1.0,,
13209-13209_game_1,2026-04-04 09:31:10,16.07,Weibo Gaming,Red,0,28.7,0,1,More Grubs Only,,,3,19,,0.0,,
13217-13217_game_2,2026-04-10 10:17:13,16.07,LNG Esports,Blue,0,37.68333333333333,0,1,More Grubs Only,,,9,15,,0.0,,
13217-13217_game_2,2026-04-10 10:17:13,16.07,EDward Gaming,Red,1,37.68333333333333,1,0,FD Only,,,15,9,,1.0,,
13211-13211_game_1,2026-04-05 09:14:57,16.07,JD Gaming,Blue,0,26.683333333333334,0,1,More Grubs Only,,,5,21,,0.0,,
13211-13211_game_1,2026-04-05 09:14:57,16.07,Bilibili Gaming,Red,1,26.683333333333334,1,0,FD Only,,,21,5,,1.0,,
13211-13211_game_2,2026-04-05 10:06:34,16.07,Bilibili Gaming,Blue,0,29.283333333333335,0,0,Neither,,,8,13,,0.0,,
13211-13211_game_2,2026-04-05 10:06:34,16.07,JD Gaming,Red,1,29.283333333333335,1,1,FD + More Grubs,,,13,8,,1.0,,
13211-13211_game_3,2026-04-05 11:00:46,16.07,JD Gaming,Blue,0,40.15,0,1,More Grubs Only,,,14,25,,0.0,,
13211-13211_game_3,2026-04-05 11:00:46,16.07,Bilibili Gaming,Red,1,40.15,1,0,FD Only,,,25,14,,1.0,,
13212-13212_game_1,2026-04-05 12:18:17,16.07,Top Esports,Blue,1,37.28333333333333,0,1,More Grubs Only,,,16,16,,1.0,,
13212-13212_game_1,2026-04-05 12:18:17,16.07,Anyone's Legend,Red,0,37.28333333333333,1,0,FD Only,,,16,16,,0.0,,
13212-13212_game_2,2026-04-05 13:18:03,16.07,Top Esports,Blue,1,25.416666666666668,0,1,More Grubs Only,,,19,7,,1.0,,
13212-13212_game_2,2026-04-05 13:18:03,16.07,Anyone's Legend,Red,0,25.416666666666668,1,0,FD Only,,,7,19,,0.0,,
13217-13217_game_3,2026-04-10 11:20:44,16.07,EDward Gaming,Blue,1,34.416666666666664,1,1,FD + More Grubs,,,15,5,,0.0,,
13217-13217_game_3,2026-04-10 11:20:44,16.07,LNG Esports,Red,0,34.416666666666664,0,0,Neither,,,5,15,,1.0,,
13218-13218_game_2,2026-04-10 13:27:20,16.07,Anyone's Legend,Blue,0,29.516666666666666,0,0,Neither,,,2,23,,0.0,,
13218-13218_game_2,2026-04-10 13:27:20,16.07,JD Gaming,Red,1,29.516666666666666,1,1,FD + More Grubs,,,23,2,,1.0,,
13220-13220_game_2,2026-04-11 12:25:00,16.07,JD Gaming,Blue,0,29.466666666666665,0,1,More Grubs Only,,,10,18,,0.0,,
13220-13220_game_2,2026-04-11 12:25:00,16.07,Top Esports,Red,1,29.466666666666665,1,0,FD Only,,,18,10,,1.0,,
13221-13221_game_3,2026-04-12 10:54:26,16.07,LGD Gaming,Blue,1,30.316666666666666,1,1,FD + More Grubs,,,16,2,,1.0,,
13221-13221_game_3,2026-04-12 10:54:26,16.07,Oh My God,Red,0,30.316666666666666,0,0,Neither,,,2,16,,0.0,,
13222-13222_game_1,2026-04-12 12:03:04,16.07,Weibo Gaming,Blue,0,40.35,0,0,Neither,,,15,26,,0.0,,
13222-13222_game_1,2026-04-12 12:03:04,16.07,Bilibili Gaming,Red,1,40.35,1,1,FD + More Grubs,,,26,15,,1.0,,
13222-13222_game_2,2026-04-12 13:06:44,16.07,Bilibili Gaming,Blue,1,27.1,0,1,More Grubs Only,,,25,10,,1.0,,
13222-13222_game_2,2026-04-12 13:06:44,16.07,Weibo Gaming,Red,0,27.1,1,0,FD Only,,,10,25,,0.0,,
13224-13224_game_1,2026-04-15 11:14:10,16.07,Invictus Gaming,Blue,1,33.083333333333336,0,1,More Grubs Only,,,21,6,,1.0,,
13224-13224_game_1,2026-04-15 11:14:10,16.07,Weibo Gaming,Red,0,33.083333333333336,1,0,FD Only,,,6,21,,0.0,,
13224-13224_game_2,2026-04-15 12:10:39,16.07,Invictus Gaming,Blue,0,38.516666666666666,0,0,Neither,,,16,27,,1.0,,
13224-13224_game_2,2026-04-15 12:10:39,16.07,Weibo Gaming,Red,1,38.516666666666666,1,1,FD + More Grubs,,,27,16,,0.0,,
13213-13213_game_1,2026-04-08 09:15:14,16.07,Invictus Gaming,Blue,1,33.8,1,1,FD + More Grubs,,,11,13,,0.0,,
13213-13213_game_1,2026-04-08 09:15:14,16.07,Ninjas in Pyjamas,Red,0,33.8,0,0,Neither,,,13,11,,1.0,,
13224-13224_game_3,2026-04-15 13:12:53,16.07,Invictus Gaming,Blue,0,36.3,1,0,FD Only,,,12,16,,0.0,,
13224-13224_game_3,2026-04-15 13:12:53,16.07,Weibo Gaming,Red,1,36.3,0,1,More Grubs Only,,,16,12,,1.0,,
13225-13225_game_2,2026-04-16 10:05:53,16.07,Anyone's Legend,Blue,1,47.71666666666667,0,1,More Grubs Only,,,13,13,,0.0,,
13225-13225_game_2,2026-04-16 10:05:53,16.07,Team WE,Red,0,47.71666666666667,1,0,FD Only,,,13,13,,1.0,,
13215-13215_game_1,2026-04-09 09:12:12,16.07,Weibo Gaming,Blue,1,32.03333333333333,1,0,FD Only,,,24,15,,1.0,,
13215-13215_game_1,2026-04-09 09:12:12,16.07,Ninjas in Pyjamas,Red,0,32.03333333333333,0,1,More Grubs Only,,,15,24,,0.0,,
13215-13215_game_2,2026-04-09 10:07:15,16.07,Weibo Gaming,Blue,0,34.45,0,1,More Grubs Only,,,12,16,,0.0,,
13215-13215_game_2,2026-04-09 10:07:15,16.07,Ninjas in Pyjamas,Red,1,34.45,1,0,FD Only,,,16,12,,1.0,,
13227-13227_game_2,2026-04-17 10:07:51,16.07,ThunderTalk Gaming,Blue,1,29.966666666666665,1,0,FD Only,,,15,11,,0.0,,
13227-13227_game_2,2026-04-17 10:07:51,16.07,Oh My God,Red,0,29.966666666666665,0,1,More Grubs Only,,,11,15,,1.0,,
13227-13227_game_3,2026-04-17 11:01:20,16.07,ThunderTalk Gaming,Blue,1,31.566666666666666,1,0,FD Only,,,20,4,,1.0,,
13218-13218_game_1,2026-04-10 12:28:13,16.07,JD Gaming,Blue,1,33.11666666666667,1,1,FD + More Grubs,,,15,4,,0.0,,
13218-13218_game_1,2026-04-10 12:28:13,16.07,Anyone's Legend,Red,0,33.11666666666667,0,0,Neither,,,4,15,,1.0,,
13227-13227_game_3,2026-04-17 11:01:20,16.07,Oh My God,Red,0,31.566666666666666,0,1,More Grubs Only,,,4,20,,0.0,,
13228-13228_game_1,2026-04-17 12:10:59,16.07,Ninjas in Pyjamas,Blue,1,26.716666666666665,1,1,FD + More Grubs,,,23,10,,1.0,,
13228-13228_game_1,2026-04-17 12:10:59,16.07,JD Gaming,Red,0,26.716666666666665,0,0,Neither,,,10,23,,0.0,,
13228-13228_game_2,2026-04-17 12:59:52,16.07,Ninjas in Pyjamas,Blue,1,35.666666666666664,1,0,FD Only,,,16,12,,0.0,,
13228-13228_game_2,2026-04-17 12:59:52,16.07,JD Gaming,Red,0,35.666666666666664,0,1,More Grubs Only,,,12,16,,1.0,,
13229-13229_game_2,2026-04-18 10:14:03,16.07,Invictus Gaming,Blue,1,30.133333333333333,0,1,More Grubs Only,,,29,13,,0.0,,
13229-13229_game_2,2026-04-18 10:14:03,16.07,Bilibili Gaming,Red,0,30.133333333333333,1,0,FD Only,,,13,29,,1.0,,
13229-13229_game_3,2026-04-18 11:10:12,16.07,Invictus Gaming,Blue,0,26.933333333333334,0,0,Neither,,,5,21,,0.0,,
13219-13219_game_1,2026-04-11 09:14:28,16.07,Invictus Gaming,Blue,1,31.966666666666665,1,1,FD + More Grubs,,,23,10,,0.0,,
13219-13219_game_1,2026-04-11 09:14:28,16.07,Team WE,Red,0,31.966666666666665,0,0,Neither,,,10,23,,1.0,,
13219-13219_game_2,2026-04-11 10:17:54,16.07,Invictus Gaming,Blue,1,30.383333333333333,1,1,FD + More Grubs,,,16,8,,1.0,,
13219-13219_game_2,2026-04-11 10:17:54,16.07,Team WE,Red,0,30.383333333333333,0,0,Neither,,,8,16,,0.0,,
13229-13229_game_3,2026-04-18 11:10:12,16.07,Bilibili Gaming,Red,1,26.933333333333334,1,1,FD + More Grubs,,,21,5,,1.0,,
13220-13220_game_1,2026-04-11 11:29:17,16.07,JD Gaming,Blue,0,32.15,1,1,FD + More Grubs,,,13,18,,1.0,,
13220-13220_game_1,2026-04-11 11:29:17,16.07,Top Esports,Red,1,32.15,0,0,Neither,,,18,13,,0.0,,
13233-13233_game_2,2026-04-22 10:08:38,16.08,Weibo Gaming,Blue,1,27.483333333333334,1,1,FD + More Grubs,,,18,4,,1.0,,
13233-13233_game_2,2026-04-22 10:08:38,16.08,Team WE,Red,0,27.483333333333334,0,0,Neither,,,4,18,,0.0,,
13234-13234_game_1,2026-04-22 11:17:14,16.08,Ninjas in Pyjamas,Blue,0,37.18333333333333,1,0,FD Only,,,9,27,,1.0,,
13234-13234_game_1,2026-04-22 11:17:14,16.08,Anyone's Legend,Red,1,37.18333333333333,0,1,More Grubs Only,,,27,9,,0.0,,
13221-13221_game_1,2026-04-12 09:13:07,16.07,Oh My God,Blue,1,29.216666666666665,1,1,FD + More Grubs,,,13,4,,1.0,,
13221-13221_game_1,2026-04-12 09:13:07,16.07,LGD Gaming,Red,0,29.216666666666665,0,0,Neither,,,4,13,,0.0,,
13221-13221_game_2,2026-04-12 10:04:07,16.07,Oh My God,Blue,0,28.066666666666666,0,1,More Grubs Only,,,4,16,,1.0,,
13221-13221_game_2,2026-04-12 10:04:07,16.07,LGD Gaming,Red,1,28.066666666666666,1,0,FD Only,,,16,4,,0.0,,
13234-13234_game_2,2026-04-22 12:17:24,16.08,Anyone's Legend,Blue,1,29.683333333333334,0,1,More Grubs Only,,,15,8,,1.0,,
13234-13234_game_2,2026-04-22 12:17:24,16.08,Ninjas in Pyjamas,Red,0,29.683333333333334,1,0,FD Only,,,8,15,,0.0,,
13236-13236_game_2,2026-04-23 12:45:41,16.08,Ninjas in Pyjamas,Blue,1,31.55,0,1,More Grubs Only,,,21,10,,1.0,,
13236-13236_game_2,2026-04-23 12:45:41,16.08,Bilibili Gaming,Red,0,31.55,1,0,FD Only,,,9,21,,0.0,,
13237-13237_game_2,2026-04-24 10:08:44,16.08,Oh My God,Red,0,32.166666666666664,0,1,More Grubs Only,,,5,10,,0.0,,
13238-13238_game_1,2026-04-24 11:19:04,16.08,JD Gaming,Blue,1,31.183333333333334,1,1,FD + More Grubs,,,20,10,,1.0,,
13238-13238_game_1,2026-04-24 11:19:04,16.08,Invictus Gaming,Red,0,31.183333333333334,0,0,Neither,,,10,20,,0.0,,
13238-13238_game_2,2026-04-24 12:14:59,16.08,JD Gaming,Blue,1,26.566666666666666,0,1,More Grubs Only,,,26,7,,1.0,,
13238-13238_game_2,2026-04-24 12:14:59,16.08,Invictus Gaming,Red,0,26.566666666666666,1,0,FD Only,,,6,26,,0.0,,
13226-13226_game_1,2026-04-16 11:32:14,16.07,Top Esports,Blue,1,34.4,0,1,More Grubs Only,,,19,16,,1.0,,
13226-13226_game_1,2026-04-16 11:32:14,16.07,Bilibili Gaming,Red,0,34.4,1,0,FD Only,,,16,19,,0.0,,
13226-13226_game_2,2026-04-16 12:32:21,16.07,Top Esports,Blue,1,30.016666666666666,0,1,More Grubs Only,,,22,14,,1.0,,
13226-13226_game_2,2026-04-16 12:32:21,16.07,Bilibili Gaming,Red,0,30.016666666666666,1,0,FD Only,,,14,22,,0.0,,
13223-13223_game_1,2026-04-15 09:12:33,16.07,Ultra Prime,Blue,0,34.266666666666666,0,1,More Grubs Only,,,9,19,,1.0,,
13223-13223_game_1,2026-04-15 09:12:33,16.07,ThunderTalk Gaming,Red,1,34.266666666666666,1,0,FD Only,,,19,9,,0.0,,
13223-13223_game_2,2026-04-15 10:10:14,16.07,ThunderTalk Gaming,Blue,1,28.433333333333334,1,0,FD Only,,,22,8,,1.0,,
13223-13223_game_2,2026-04-15 10:10:14,16.07,Ultra Prime,Red,0,28.433333333333334,0,1,More Grubs Only,,,8,22,,0.0,,
13246-13246_game_2,2026-04-29 10:16:40,16.08,Ninjas in Pyjamas,Blue,0,37.43333333333333,0,1,More Grubs Only,,,9,21,,1.0,,
13246-13246_game_2,2026-04-29 10:16:40,16.08,JD Gaming,Red,1,37.43333333333333,1,0,FD Only,,,21,9,,0.0,,
13248-13248_game_1,2026-04-30 09:13:37,16.08,LGD Gaming,Red,0,27.133333333333333,0,1,More Grubs Only,,,3,21,,0.0,,
13248-13248_game_2,2026-04-30 10:02:35,16.08,ThunderTalk Gaming,Blue,0,26.5,0,0,Neither,,,1,11,,0.0,,
13248-13248_game_2,2026-04-30 10:02:35,16.08,LGD Gaming,Red,1,26.5,1,1,FD + More Grubs,,,11,1,,1.0,,
13248-13248_game_3,2026-04-30 10:52:15,16.08,LGD Gaming,Blue,1,34.75,0,1,More Grubs Only,,,18,6,,1.0,,
13248-13248_game_3,2026-04-30 10:52:15,16.08,ThunderTalk Gaming,Red,0,34.75,1,0,FD Only,,,6,18,,0.0,,
13249-13249_game_1,2026-04-30 12:06:50,16.08,EDward Gaming,Blue,1,30.883333333333333,1,1,FD + More Grubs,,,14,8,,1.0,,
13249-13249_game_1,2026-04-30 12:06:50,16.08,Ultra Prime,Red,0,30.883333333333333,0,0,Neither,,,8,14,,0.0,,
13249-13249_game_2,2026-04-30 12:58:42,16.08,EDward Gaming,Blue,0,39.55,0,0,Neither,,,3,12,,0.0,,
13249-13249_game_2,2026-04-30 12:58:42,16.08,Ultra Prime,Red,1,39.55,1,1,FD + More Grubs,,,12,3,,1.0,,
13225-13225_game_1,2026-04-16 09:13:08,16.07,Team WE,Blue,0,28.533333333333335,0,0,Neither,,,6,25,,0.0,,
13225-13225_game_1,2026-04-16 09:13:08,16.07,Anyone's Legend,Red,1,28.533333333333335,1,1,FD + More Grubs,,,25,6,,1.0,,
13249-13249_game_3,2026-04-30 14:04:33,16.08,EDward Gaming,Blue,1,36.46666666666667,0,1,More Grubs Only,,,16,16,,1.0,,
13249-13249_game_3,2026-04-30 14:04:33,16.08,Ultra Prime,Red,0,36.46666666666667,1,0,FD Only,,,16,16,,0.0,,
13251-13251_game_2,2026-05-01 12:34:20,16.08,Weibo Gaming,Blue,0,33.8,0,0,Neither,,,10,15,,0.0,,
13251-13251_game_2,2026-05-01 12:34:20,16.08,Invictus Gaming,Red,1,33.8,1,1,FD + More Grubs,,,15,10,,1.0,,
13251-13251_game_3,2026-05-01 13:30:27,16.08,Invictus Gaming,Blue,1,26.8,1,1,FD + More Grubs,,,18,5,,1.0,,
13251-13251_game_3,2026-05-01 13:30:27,16.08,Weibo Gaming,Red,0,26.8,0,0,Neither,,,5,18,,0.0,,
13252-13252_game_2,2026-05-02 08:11:32,16.08,JD Gaming,Blue,1,27.483333333333334,1,1,FD + More Grubs,,,16,3,,1.0,,
13252-13252_game_2,2026-05-02 08:11:32,16.08,Team WE,Red,0,27.483333333333334,0,0,Neither,,,3,16,,0.0,,
13227-13227_game_1,2026-04-17 09:11:55,16.07,Oh My God,Blue,1,31.316666666666666,1,1,FD + More Grubs,,,14,3,,1.0,,
13227-13227_game_1,2026-04-17 09:11:55,16.07,ThunderTalk Gaming,Red,0,31.316666666666666,0,0,Neither,,,3,14,,0.0,,
13252-13252_game_3,2026-05-02 09:03:51,16.08,JD Gaming,Blue,1,27.816666666666666,1,1,FD + More Grubs,,,25,6,,1.0,,
13252-13252_game_3,2026-05-02 09:03:51,16.08,Team WE,Red,0,27.816666666666666,0,0,Neither,,,6,25,,0.0,,
13253-13253_game_2,2026-05-02 11:08:56,16.08,Top Esports,Blue,1,29.033333333333335,0,1,More Grubs Only,,,20,7,,1.0,,
13253-13253_game_2,2026-05-02 11:08:56,16.08,Weibo Gaming,Red,0,29.033333333333335,1,0,FD Only,,,7,20,,0.0,,
13254-13254_game_1,2026-05-02 12:18:27,16.08,Invictus Gaming,Blue,0,25.316666666666666,0,1,More Grubs Only,,,8,23,,0.0,,
13254-13254_game_1,2026-05-02 12:18:27,16.08,Anyone's Legend,Red,1,25.316666666666666,1,0,FD Only,,,23,8,,1.0,,
13230-13230_game_1,2026-04-18 12:14:22,16.07,Weibo Gaming,Blue,1,40.733333333333334,0,0,Neither,,,18,5,,1.0,,
13230-13230_game_1,2026-04-18 12:14:22,16.07,JD Gaming,Red,0,40.733333333333334,1,1,FD + More Grubs,,,5,18,,0.0,,
13230-13230_game_2,2026-04-18 13:18:45,16.07,Weibo Gaming,Blue,0,34.166666666666664,0,0,Neither,,,15,15,,1.0,,
13230-13230_game_2,2026-04-18 13:18:45,16.07,JD Gaming,Red,1,34.166666666666664,1,1,FD + More Grubs,,,15,15,,0.0,,
13230-13230_game_3,2026-04-18 14:16:24,16.07,JD Gaming,Blue,1,33.36666666666667,0,1,More Grubs Only,,,15,7,,0.0,,
13230-13230_game_3,2026-04-18 14:16:24,16.07,Weibo Gaming,Red,0,33.36666666666667,1,0,FD Only,,,7,15,,1.0,,
13229-13229_game_1,2026-04-18 09:14:31,16.07,Invictus Gaming,Blue,0,34.56666666666667,1,0,FD Only,,,7,18,,0.0,,
13229-13229_game_1,2026-04-18 09:14:31,16.07,Bilibili Gaming,Red,1,34.56666666666667,0,1,More Grubs Only,,,18,7,,1.0,,
13254-13254_game_2,2026-05-02 13:07:58,16.08,Anyone's Legend,Blue,1,27.983333333333334,0,1,More Grubs Only,,,23,6,,0.0,,
13254-13254_game_2,2026-05-02 13:07:58,16.08,Invictus Gaming,Red,0,27.983333333333334,1,0,FD Only,,,6,23,,1.0,,
13257-13257_game_3,2026-05-06 10:59:19,16.09,Team WE,Blue,1,29.1,0,1,More Grubs Only,,,18,5,,1.0,,
13257-13257_game_3,2026-05-06 10:59:19,16.09,Invictus Gaming,Red,0,29.1,1,0,FD Only,,,5,18,,0.0,,
13258-13258_game_1,2026-05-06 12:08:59,16.09,JD Gaming,Blue,1,26.4,1,1,FD + More Grubs,,,26,5,,1.0,,
13258-13258_game_1,2026-05-06 12:08:59,16.09,Top Esports,Red,0,26.4,0,0,Neither,,,5,26,,0.0,,
13258-13258_game_2,2026-05-06 12:59:35,16.09,JD Gaming,Blue,0,24.066666666666666,0,1,More Grubs Only,,,6,15,,1.0,,
13232-13232_game_1,2026-04-19 11:22:40,16.07,Bilibili Gaming,Blue,1,32.083333333333336,0,1,More Grubs Only,,,12,3,,0.0,,
